CODIGO;NOME;CLASSIFICACAO;NUMERO_REVISAO;ULTIMA_REVISAO;DATA_APROVACAO;PROXIMA_REVISAO;DATA_VALIDADE;PASTA;AUTOR;DOCUMENTOS_CONTROLADOS;MATRIZ;SUB_AREA
POP.1088;Manual Operacional - Devolução - Sumaré CD;Procedimento Operacional Padrão;;2024-09-16;2024-09-16;2025-09-16;2025-12-15;Sumaré CD;Nathália Brandão;Sim;;
POP.1089;Manual Operacional - Triagem de Pedidos da Expedição e Faturamento do Sedex - Grown;Procedimento Operacional Padrão;;2024-09-27;2024-10-14;2025-10-14;2026-01-12;Grown;Luis Felipe;Sim;;
POP.109;Manual Operacional - Forno Dima;Procedimento Operacional Padrão;4;2023-05-17;2023-07-17;2026-07-16;2026-10-15;04-Cura;Christiano Silva;Sim;HMC;0
POP.1090;Manual Operacional - Importação de Pedidos da Expedição - Grown;Procedimento Operacional Padrão;;2024-09-27;2024-10-14;2025-10-14;2026-01-12;Grown;Luis Felipe;Sim;;
POP.1091;Manual Operacional - Higienização da Câmara de Trabalho (VFT Orbit 1 e 2) - Technopark;Procedimento Operacional Padrão;;2024-10-01;2024-10-21;2025-10-21;2026-01-19;Technopark;Rodrigo Brandão;Sim;;
POP.1092;Manual Operacional - Pós-Vendas - Ceditop;Procedimento Operacional Padrão;1;2025-09-09;2025-09-27;2026-09-27;2026-12-26;Ceditop;Giovana Sturmer;Sim;;
POP.1095;Manual Operacional - Chamado de Compras Opex - Repro;Procedimento Operacional Padrão;;2024-10-25;2024-10-28;2025-10-28;2026-01-26;Repro;Debora Rocha;Sim;;
POP.1096;Manual Operacional - Lançamento de Notas Fiscais (Garantia, Beneficiário e Simples remessa) - Grown;Procedimento Operacional Padrão;;2024-10-29;2024-11-04;2025-11-04;2026-02-02;Grown;Maisa Silva;Sim;;
POP.1097;Manual Operacional Pré-Inspeção (Grown);Procedimento Operacional Padrão;1;2025-02-12;2025-02-12;2026-02-12;2026-05-13;01-Pré-Inspeção - Preparação;Bruno Cangussu;Sim;;
POP.1098;Manual Operacional - Detector de UV Martinato AM-221N;Procedimento Operacional Padrão;;2024-10-29;2024-11-08;2025-11-08;2026-02-06;04-COLORAÇÃO;Renan Barbosa;Sim;;
POP.1099;Manual Operacional - Estoque de Lentes Prontas (FIFO) - Grown;Procedimento Operacional Padrão;;2024-10-31;2024-11-04;2025-11-04;2026-02-02;Grown;Matheus Gomes;Sim;;
POP.1100;Calibração Operacional - VFT Orbit 2i;Procedimento Operacional Padrão;;2024-10-31;2024-11-18;2025-11-18;2026-02-16;VFT Orbit 2i;Robson Azevedo;Sim;;
POP.1102;Manual Operacional - Operação do Varilux XR - Grown;Procedimento Operacional Padrão;1;2025-03-11;2025-03-25;2026-03-25;2026-06-23;Grown;Natalia Silva;Sim;;
POP.1103;Manual Operacional - Criação de Local de Estoques de Blocos e Lentes Prontas - Grown;Procedimento Operacional Padrão;;2024-12-13;2025-01-13;2026-01-13;2026-04-13;Grown;Rodrigo Silva;Sim;;
POP.1104;Manual Operacional - Ajuste de Saldo - Grown;Procedimento Operacional Padrão;;2024-12-13;2025-01-13;2026-01-13;2026-04-13;Grown;Rodrigo Silva;Sim;;
POP.1105;Manual Operacional – Conferência de Montagem com Gabarito – Repro;Procedimento Operacional Padrão;;2024-12-19;2024-12-26;2025-12-26;2026-03-26;Repro;Anderson Smaniotto;Sim;;
POP.1106;Manual Operacional - Inventário de Estoques - Grown;Procedimento Operacional Padrão;;2024-12-24;2025-01-13;2026-01-13;2026-04-13;Grown;Rodrigo Silva;Sim;;
POP.1107;Manual Operacional - Processos e Relatórios de Garantia - Visolab;Procedimento Operacional Padrão;;2025-01-10;2025-02-17;2026-02-17;2026-05-18;Visolab;Jaldo Reis;Sim;;
POP.1108;Manual Operacional - Fluxo de Entrada de Material na Expedição - Technopark;Procedimento Operacional Padrão;;2025-01-13;2025-02-21;2026-02-21;2026-05-22;Technopark;Fabrina Souza;Sim;;
POP.1109;Manual Operacional - Ações Preventivas e Corretivas Laser Flash UV - Technopark;Procedimento Operacional Padrão;1;2025-08-19;2025-09-05;2026-09-05;2026-12-04;Technopark;Fabrina Souza;Sim;;
POP.111;Limpeza do Forno DIMA;Procedimento Operacional Padrão;4;2019-12-03;2019-12-10;2025-09-10;2025-12-10;04-Cura;Carlos Anselme;Sim;HMC;0
POP.1110;Manual Operacional - Aprovação de quebra - Technopark;Procedimento Operacional Padrão;;2025-01-13;2025-02-21;2026-02-21;2026-05-22;Technopark;Fabrina Souza;Sim;;
POP.1112;Manual Operacional – Limpeza de Pipeta - Repro;Procedimento Operacional Padrão;;2025-01-31;2025-02-04;2026-02-04;2026-05-05;Repro;Laura Vaz;Sim;;
POP.1113;Manual Operacional - Inventário de Estoque - digiTOP;Procedimento Operacional Padrão;;2025-02-11;2025-02-14;2026-02-14;2026-05-15;digiTOP;Nickolle Rodrigues;Sim;;
POP.1114;Calibração Operacional - Spin MRIII;Procedimento Operacional Padrão;;2025-02-17;2025-02-20;2026-02-20;2026-05-21;05-SPIN;Renan Barbosa;Sim;;
POP.1115;Manual Operacional - Mapa de Produção Industrial - Tecnolens;Procedimento Operacional Padrão;;2025-02-19;2025-03-05;2026-03-05;2026-06-03;Tecnolens;Vinicius Silva;Sim;QUALIDADE;TI
POP.1118;Manual Operacional - Montagem de Garra - SCL CDC1000;Procedimento Operacional Padrão;;2025-02-26;2025-07-09;2026-07-09;2026-10-07;01-Pré-Inspeção - Preparação;Larissa Alves;Sim;;
POP.1119;Manual Operacional - Certificação de Pedidos - Grown;Procedimento Operacional Padrão;1;2025-10-21;2025-11-05;2026-11-05;2027-02-03;Grown;Luis Felipe;Sim;;
POP.112;Manutenção do Forno Dima;Procedimento Operacional Padrão;3;2019-11-27;2019-12-13;2025-09-10;2025-12-10;04-Cura;Robson Soares;Sim;HMC;0
POP.1120;Requisição de Insumos - digiTOP;Procedimento Operacional Padrão;;2025-03-13;2025-03-17;2026-03-17;2026-06-15;digiTOP;Nickolle Rodrigues;Sim;;
POP.1121;Manual Operacional - Conferência Final da Surfaçagem - Grown;Procedimento Operacional Padrão;;2025-03-17;2025-05-08;2026-05-08;2026-08-06;Grown;Silvio Silva;Sim;;
POP.1122;Manual Operacional - Armazenamento de blocos e lentes no estoque - Visolab;Procedimento Operacional Padrão;;2025-03-18;2025-05-02;2026-05-02;2026-07-31;Visolab;Jaldo Reis;Sim;;
POP.1124;Procedimento Ordem de Serviço - Fracttal;Procedimento Operacional Padrão;;2025-04-29;2025-06-09;2026-06-09;2026-09-07;00-Fracttal;Rodrigo Brandão;Sim;;
POP.1125;Manual Operacional - Lançamentos de Notas Fiscais (Tratamento Antirreflexo) - digiTOP;Procedimento Operacional Padrão;;2025-04-30;2025-05-07;2026-05-07;2026-08-05;digiTOP;Nickolle Rodrigues;Sim;;
POP.1126;Manual Operacional - Inspeção Final - Grown;Procedimento Operacional Padrão;;2025-04-30;2025-07-10;2026-07-10;2026-10-08;09-Inspeção Final;Silvio Silva;Sim;;
POP.1127;Manual Operacional - Armazenagem - Sumaré CD;Procedimento Operacional Padrão;1;2025-05-16;2025-06-17;2026-06-17;2026-09-15;Sumaré CD;Denise Miranda;Sim;;
POP.1128;Manual Operacional - Embalagem - Sumaré CD;Procedimento Operacional Padrão;1;2025-07-10;2025-07-14;2026-07-14;2026-10-12;Sumaré CD;Denise Miranda;Sim;;
POP.1129;Manual Operacional - Etiqueta de Identificação Exportação - Sumaré CD;Procedimento Operacional Padrão;;2025-05-14;2025-05-15;2026-05-15;2026-07-17;Sumaré CD;Denise Miranda;Sim;;
POP.113;Limpeza e Manutenção - Forno Essemtec;Procedimento Operacional Padrão;4;2022-09-02;2022-11-03;2026-01-19;2026-04-18;04-Cura;Marília Novais;Sim;HMC;Forno / Estufa
POP.1130;Serviços de Garantia - Visolab;Procedimento Operacional Padrão;2;2025-05-21;2025-05-29;2026-05-29;2026-08-27;Visolab;Jaldo Reis;Sim;;
POP.1132;Limpieza del sistema de pulido centralizado;Procedimento Operacional Padrão;;2025-06-03;2025-06-10;2026-06-10;2026-09-08;00-General;Pauline Gomez;Sim;;
POP.1133;Limpeza do sistema de polimento centralizado;Procedimento Operacional Padrão;;2025-06-03;2025-06-10;2026-06-10;2026-09-08;00-Geral;Pauline Gomez;Sim;;
POP.1134;Manual Operacional - Bazel HC6 - Lab Rio;Procedimento Operacional Padrão;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;LabRio;Jéssica de Aquino;Sim;;
POP.1135;Manual Operacional - Retrabalho Surfaçagem - Lab Rio;Procedimento Operacional Padrão;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;LabRio;Jéssica de Aquino;Sim;;
POP.1136;Limpeza e Manutenção - Bazell HC6 - Lab Rio;Procedimento Operacional Padrão;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;LabRio;Jéssica de Aquino;Sim;;
POP.1137;Limpeza e Manutenção - Slurry System - Lab Rio;Procedimento Operacional Padrão;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;LabRio;Jéssica de Aquino;Sim;;
POP.1138;Limpeza e Manutenção da Derretedora de Alloy - Lab Rio;Procedimento Operacional Padrão;;2025-06-04;2025-06-10;2026-06-10;2026-09-08;LabRio;Jéssica de Aquino;Sim;;
POP.1139;Manual Operacional - Digitação para Pré-Produção Lab Rio;Procedimento Operacional Padrão;;2025-06-04;2025-06-10;2026-06-10;2026-08-08;LabRio;Vanessa Santana da Silva;Sim;;
POP.114;Controle de Parâmetros - Forno Essemtec;Procedimento Operacional Padrão;2;2019-11-27;2022-02-22;2026-08-10;2026-11-09;04-Cura;Lucineide Pereira;Sim;HMC;Forno / Estufa
POP.1141;Manual Operacional - Conferência de Pedidos Manual - Sumaré CD;Procedimento Operacional Padrão;;2025-06-17;2025-07-14;2026-07-14;2026-10-12;Sumaré CD;Denise Miranda;Sim;;
POP.1142;Manual Operacional - Controle de Quantidade de Quebras - Grown;Procedimento Operacional Padrão;;2025-06-24;2025-08-29;2026-08-29;2026-11-27;Grown;Rodrigo Silva;Sim;;
POP.1143;Manual Operacional – Lançamento de Notas Fiscais (Tratamento Antirreflexo) – Optilab;Procedimento Operacional Padrão;;2025-06-26;2025-07-09;2026-07-09;2026-10-07;Optilab;Nickolle Rodrigues;Sim;;
POP.1144;Manual Operacional - Conferência de Pedidos Automática - Sumaré CD;Procedimento Operacional Padrão;;2025-07-07;2025-07-14;2026-07-14;2026-10-12;Sumaré CD;Denise Miranda;Sim;;
POP.1145;Salvar Resultados dos Testes de HC - Lab Rio;Procedimento Operacional Padrão;;2025-07-08;2025-07-14;2026-07-14;2026-10-12;LabRio;Renan Barbosa;Sim;;
POP.1146;Remoção da Camada de Proteção do Antirreflexo (Blue Pad) - Lab Rio;Procedimento Operacional Padrão;;2025-07-09;2025-07-14;2026-07-14;2026-10-12;LabRio;Renan Barbosa;Sim;;
POP.1147;Simulação de Documento;Procedimento Operacional Padrão;;2025-07-10;2025-07-10;2026-07-10;2026-10-08;Backup;Jessika Menacho;Sim;;
POP.1148;Manual Operacional - Recebimento Matéria-Prima e Insumos - Sumaré Laboratório;Procedimento Operacional Padrão;;2025-07-18;2025-07-24;2026-07-24;2026-10-22;Sumaré Laboratório;Denise Miranda;Sim;;
POP.1150;Manual Operacional - Lançamento de Quebras e Defeito de Bloco - digiTOP;Procedimento Operacional Padrão;;2025-08-02;2025-08-05;2026-08-05;2026-11-03;digiTOP;Nickolle Rodrigues;Sim;;
POP.1151;Manual Operacional - Manutenção Iogun - Mark I;Procedimento Operacional Padrão;;2025-08-05;2025-08-28;2026-08-28;2026-11-26;00-Geral AR;Alexander Mendes;Sim;;
POP.1154;POP.Manual Operacional-  Cálculo de Serviços- Ceditop;Procedimento Operacional Padrão;;2025-08-11;2025-09-05;2026-09-05;2026-12-04;Ceditop;Leticia Santos;Sim;;
POP.1156;Manual Operacional - Limpeza das Evaporadoras - Grown;Procedimento Operacional Padrão;;2025-08-14;2025-08-29;2026-08-29;2026-11-27;00-Geral AR;Bruno Cangussu;Sim;;
POP.1157;Manual Operacional - Retirada de Serviço no Balcão - Repro;Procedimento Operacional Padrão;1;2025-08-21;2025-08-27;2026-08-27;2026-11-25;Repro;Debora Rocha;Sim;;
POP.1158;Expedição, Faturamento e Envio de Pedidos - Repro;Procedimento Operacional Padrão;1;2025-08-21;2025-08-27;2026-08-27;2026-11-25;Repro;Debora Rocha;Sim;;
POP.1159;Manual Operacional - Quebras de Armação - Repro;Procedimento Operacional Padrão;;2025-08-20;2025-08-29;2026-08-29;2026-11-27;Repro;Laura Vaz;Sim;;
POP.1160;Manual Operacional - Reembolso de  Armação - Technopark;Procedimento Operacional Padrão;;2025-08-22;2025-10-30;2026-10-30;2027-01-28;Technopark;Rodrigo Lima;Sim;;
POP.1161;Perda e danificação de propriedade do Cliente - Tecnolens;Procedimento Operacional Padrão;;2025-08-29;2025-09-12;2026-09-12;2026-12-11;Tecnolens;Vinicius Silva;Sim;Atendimento;0
POP.1162;Reposição de Estoque - Tecnolens;Procedimento Operacional Padrão;;2025-09-01;2025-09-12;2026-09-12;2026-12-11;Tecnolens;Vinicius Silva;Sim;Estoque;Reposição de Estoque
POP.1178;Manual Operacional - Inventário de Estoque - Optilab;Procedimento Operacional Padrão;;2025-10-02;2025-10-13;2026-10-13;2027-01-11;Optilab;Nickolle Rodrigues;Sim;;
POP.1180;Manual Operacional – Inicio e Término de Separação do Estoque de Blocos - Grown;Procedimento Operacional Padrão;;2025-10-14;2025-10-28;2026-10-28;2027-01-26;Grown;Rubens Paixão;Sim;;
POP.119;;;;;;;;;;;;
POP.1190;Manual Operacional - Recebimento de Mercadoria - Repro;Procedimento Operacional Padrão;;2025-11-21;2025-11-26;2026-11-26;2027-02-24;Repro;Debora Rocha;Sim;;
POP.1191;Manual Operacional - Armazenamento de Mercadoria - Repro;Procedimento Operacional Padrão;;2025-11-21;2025-11-26;2026-11-26;2027-02-24;Repro;Debora Rocha;Sim;;
POP.120;;;;;;;;;;;;
POP.123;Padrão de Qualidade do FOG-ID;Procedimento Operacional Padrão;1;2019-02-22;2019-02-22;2025-11-11;2026-02-11;07-FOG;Vagner Domingos;Não;HMC;"Inspeção Final: 
Controle Final"
POP.125;Manual Operacional - 3DT FOG-ID;Procedimento Operacional Padrão;3;2023-11-29;2023-12-28;2025-12-27;2026-03-27;07-FOG;Evellyn Santos;Sim;HMC;"Inspeção Final: 
Controle Final"
POP.132;Limpeza e Manutenção - CCM Mithril 1.5;Procedimento Operacional Padrão;6;2024-04-19;2024-04-25;2026-04-24;2026-07-24;CCM;Christiano Silva;Sim;HMC;0
POP.138;Manual Operacional - CCM Mithril 1.5;Procedimento Operacional Padrão;3;2019-09-18;2021-02-23;2026-02-02;2026-05-02;CCM;Nathália Brandão;Sim;HMC;0
POP.142;Limpeza e Manutenção da D9-DP e  D9-PAC;Procedimento Operacional Padrão;3;2019-12-04;2019-12-19;2026-01-03;2026-05-02;D9 DP;Carlos Anselme;Sim;;
POP.146;Descontaminação do Sistema de Água DI - D13;Procedimento Operacional Padrão;3;2019-12-02;2020-12-04;2026-01-19;2026-04-19;D13;Carlos Anselme;Sim;;
POP.148;Manual Operacional – D13 (Mithril 1.6);Procedimento Operacional Padrão;2;2023-06-30;2023-10-27;2025-10-26;2026-01-24;D13;Felipe Costa;Sim;;
POP.149;Limpeza e Manutenção da D13;Procedimento Operacional Padrão;3;2019-12-18;2019-12-19;2026-04-16;2026-07-15;D13;Carlos Anselme;Sim;;
POP.150;Preparação de Químicos – D13 (Mithril 1.6);Procedimento Operacional Padrão;5;2023-06-30;2024-07-15;2026-07-15;2026-10-14;D13;Felipe Costa;Sim;;
POP.152;Limpeza e Manutenção – D645 (Mithril 1.6);Procedimento Operacional Padrão;6;2023-05-17;2024-01-31;2025-01-30;2026-02-12;D645;Christiano Silva;Sim;;
POP.155;Preparação de Químicos – D645 (Mithril 1.6);Procedimento Operacional Padrão;6;2025-02-12;2025-05-30;2026-05-30;2026-08-28;D645;Christiano Silva;Sim;;
POP.156;Manual Operacional – D645 (Mithril 1.6);Procedimento Operacional Padrão;5;2025-02-12;2025-05-30;2026-05-30;2026-08-28;D645;Christiano Silva;Sim;;
POP.157;;;;;;;;;;;;
POP.159;Manual Operacional - Jateamento CMV;Procedimento Operacional Padrão;5;2024-09-19;2024-10-16;2025-10-16;2026-01-14;06-Jateamento;Renan Barbosa;Sim;HMC;Antirreflexo
POP.160;Limpeza e Manutenção - Jateamento CMV;Procedimento Operacional Padrão;4;2023-06-01;2023-07-17;2026-07-16;2026-10-15;06-Jateamento;Renan Barbosa;Sim;HMC;Antirreflexo
POP.164;Limpeza e Manutenção - CTA Automática 25L;Procedimento Operacional Padrão;5;2022-09-23;2024-05-20;2026-05-20;2026-08-19;CTA Automática;Marília Novais;Sim;;
POP.165;Manual Operacional - CTA Automática 25L;Procedimento Operacional Padrão;4;2022-09-02;2023-10-03;2025-10-02;2025-12-31;CTA Automática;Marília Novais;Sim;;
POP.196;Retirada do Antirreflexo com Alkalisol BFA (Ingenchem);Procedimento Operacional Padrão;4;2022-04-27;2022-05-11;2026-08-10;2026-11-09;00-Geral Destratamento;Solange Viana;Sim;HMC;Antirrisco: Destratamento e Verniz
POP.210;Materiais e Peças de Instalação HMC;Procedimento Operacional Padrão;2;2019-12-04;2022-09-20;2025-09-20;2026-01-19;00-Geral HMC;Carlos Anselme;Não;HMC;0
POP.211;Matriz Troubleshooting HMC;Procedimento Operacional Padrão;2;2019-08-07;2019-12-13;2026-02-19;2026-05-20;00-Troubleshooting;Fábio Silva;Não;HMC;0
POP.212;;;;;;;;;;;;
POP.213;Troubleshooting HMC;Procedimento Operacional Padrão;2;2019-08-07;2019-11-26;2026-02-17;2026-05-17;00-Troubleshooting;Fábio Silva;Não;HMC;0
POP.214;Chiller;Procedimento Operacional Padrão;3;2019-08-07;2019-12-12;2025-07-20;2025-11-30;Utilidades;Fábio Silva;Sim;MAN. HMC;CHILLER
POP.216;Manual Operacional Pré (MG);Procedimento Operacional Padrão;4;2020-03-18;2020-08-19;2024-06-01;2026-09-02;01-Pré-Inspeção - Preparação;Vagner Domingos;Sim;HMC;0
POP.241;Montagem de Garra (16 e 32 Lentes);Procedimento Operacional Padrão;8;2025-02-10;2025-05-30;2026-05-30;2026-08-28;01-Pré-Inspeção - Preparação;Evellyn Santos;Sim;HMC;Antirrisco: Destratamento e Verniz
POP.242;Fluxo de Retonos Garantias e Laudos - Coatings;Procedimento Operacional Padrão;1;2019-02-27;2019-02-27;2026-08-10;2026-11-09;Laudos;Vagner Domingos;Sim;;
POP.251;;;;;;;;;;;;
POP.253;Curva Teórica Crizal Prevencia M1.5;Procedimento Operacional Padrão;4;2022-05-20;2022-09-20;2025-09-20;2025-12-19;00-Curvas de Antirreflexo;Dalson Souza;Sim;HMC;0
POP.254;;;;;;;;;;;;
POP.255;;;;;;;;;;;;
POP.256;Fluxo Testes Qualidade AR;Procedimento Operacional Padrão;11;2024-04-09;2024-04-11;2026-04-13;2026-07-13;Testes AR;Lucineide Pereira;Sim;HMC;Teste de Qualidade AR
POP.257;;;;;;;;;;;;
POP.258;;;;;;;;;;;;
POP.262;Teste da Borracha - NX 10;Procedimento Operacional Padrão;8;2021-04-19;2021-10-15;2022-10-15;2026-11-09;Testes AR;Jessika Menacho;Sim;HMC;Teste de Qualidade AR
POP.263;Teste do Sal - RCO2;Procedimento Operacional Padrão;12;2025-04-24;2025-05-30;2026-05-30;2026-08-28;Testes AR;Jessika Menacho;Sim;HMC;Teste de Qualidade AR
POP.264;Teste Caneta (Ink Test);Procedimento Operacional Padrão;11;2023-08-08;2023-08-11;2026-08-10;2026-11-09;Testes AR;Lucineide Pereira;Sim;HMC;Teste de Qualidade AR
POP.266;Teste Bola de Plasma;Procedimento Operacional Padrão;11;2023-08-09;2023-08-11;2026-08-10;2026-11-09;Testes AR;Lucineide Pereira;Sim;HMC;Teste de Qualidade AR
POP.267;Calibração do SMR (Sistema de Medição por Reflexão);Procedimento Operacional Padrão;9;2023-07-13;2023-09-13;2025-09-12;2025-12-11;Testes AR;Taís Flores;Sim;HMC;Teste de Qualidade AR
POP.268;Medição e Calibração do SMR-UV;Procedimento Operacional Padrão;8;2025-04-24;2025-05-30;2026-05-30;2026-08-28;Testes AR;Jessika Menacho;Sim;HMC;Teste de Qualidade AR
POP.269;Fluxo de Testes de Qualidade HC;Procedimento Operacional Padrão;5;2024-03-07;2024-03-12;2026-05-20;2026-08-20;Testes HC;Nathália Brandão;Sim;HMC;Teste de Qualidade HC
POP.270;;;;;;;;;;;;
POP.272;;;;;;;;;;;;
POP.273;Teste de Medição de Espessura;Procedimento Operacional Padrão;6;2019-06-25;2019-07-03;2026-06-30;2026-09-29;Testes HC;Priscila Mourão;Sim;HMC;Teste de Qualidade HC
POP.274;Teste de Extrato Seco - Mithril 1.5 - Sartorius;Procedimento Operacional Padrão;6;2025-04-22;2025-05-15;2026-05-15;2026-08-13;Testes HC;Jessika Menacho;Não;HMC;Teste de Qualidade HC
POP.275;Teste de Adesão - Mithril 1.5, 1.6 e UV-NV / UV-XBT;Procedimento Operacional Padrão;6;2025-04-24;2025-05-30;2026-05-30;2026-08-28;Testes HC;Jessika Menacho;Sim;HMC;Teste de Qualidade HC
POP.276;;;;;;;;;;;;
POP.283;Teste de Concentração de Soda 10% com densímetro;Procedimento Operacional Padrão;3;2021-06-30;2022-04-13;2025-10-13;2026-01-13;Testes HC;Taís Flores;Sim;HMC;0
POP.285;Teste de Viscosidade - Automático com Brookfield LVDVE;Procedimento Operacional Padrão;5;2023-04-06;2023-08-18;2025-08-17;2026-02-12;Testes HC;Jessika Menacho;Sim;HMC;0
POP.293;Teste de Concentração da Soda 10%;Procedimento Operacional Padrão;5;2019-12-04;2020-12-04;2026-04-21;2026-07-21;Testes HC;Carlos Anselme;Sim;HMC;0
POP.295;Preparação de Químicos - Solução Indicadora de pH;Procedimento Operacional Padrão;6;2021-11-09;2022-02-21;2026-08-20;2026-11-18;00-Geral Testes;Lucineide Pereira;Sim;HMC;0
POP.296;Teste de Concentração do Citrikleen + Novastrip;Procedimento Operacional Padrão;4;2019-12-11;2019-12-13;2025-10-17;2026-01-19;Testes HC;Carlos Anselme;Sim;HMC;0
POP.297;Teste de Concentração da Soda 10%;Procedimento Operacional Padrão;5;2019-12-11;2019-12-30;2025-10-01;2025-12-02;Testes HC;Fábio Silva;Sim;HMC;0
POP.300;Preparação do Removedor de Marcação Amarela (RMA);Procedimento Operacional Padrão;6;2019-12-04;2019-12-13;2025-10-10;2026-01-19;00-Geral Destratamento;Aluysio Rougemont;Sim;HMC;0
POP.301;Preparação da Solução Detergente Tropical Strip;Procedimento Operacional Padrão;5;2019-12-04;2019-12-13;2025-11-03;2026-01-31;00-Geral Destratamento;Aluysio Rougemont;Sim;HMC;"Antirrisco:
Prep. de Químicos e Manutenção"
POP.306;;;;;;;;;;;;
POP.307;;;;;;;;;;;;
POP.308;;;;;;;;;;;;
POP.309;Manual Operacional - Conferência da Montagem;Procedimento Operacional Padrão;4;2022-06-30;2022-09-06;2025-09-06;2025-12-05;Montagem e Inspeção;Nathália Brandão;Sim;MONTAGEM;Conferência
POP.310;;;;;;;;;;;;
POP.351;Procedimento do Teste do RMA e Tropical Strip;Procedimento Operacional Padrão;3;2019-12-04;2019-12-13;2025-11-01;2026-02-03;Testes HC;Solange Viana;Não;HMC;Teste de Qualidade HC
POP.364;Inspeção de Recebimento dos Verniz e Primer;Procedimento Operacional Padrão;7;2024-09-12;2024-11-26;2025-11-26;2026-02-24;Estoque / Expedição;Lucineide Pereira;Sim;Estoque;Primer e Vernizes
POP.378;;;;;;;;;;;;
POP.379;;;;;;;;;;;;
POP.380;;;;;;;;;;;;
POP.381;;;;;;;;;;;;
POP.382;;;;;;;;;;;;
POP.383;;;;;;;;;;;;
POP.384;;;;;;;;;;;;
POP.385;;;;;;;;;;;;
POP.386;;;;;;;;;;;;
POP.387;;;;;;;;;;;;
POP.388;;;;;;;;;;;;
POP.389;;;;;;;;;;;;
POP.390;;;;;;;;;;;;
POP.391;;;;;;;;;;;;
POP.392;;;;;;;;;;;;
POP.393;;;;;;;;;;;;
POP.394;;;;;;;;;;;;
POP.395;;;;;;;;;;;;
POP.396;;;;;;;;;;;;
POP.397;;;;;;;;;;;;
POP.398;;;;;;;;;;;;
POP.399;;;;;;;;;;;;
POP.400;;;;;;;;;;;;
POP.401;;;;;;;;;;;;
POP.402;;;;;;;;;;;;
POP.403;;;;;;;;;;;;
POP.404;;;;;;;;;;;;
POP.405;;;;;;;;;;;;
POP.406;;;;;;;;;;;;
POP.407;;;;;;;;;;;;
POP.408;;;;;;;;;;;;
POP.409;;;;;;;;;;;;
POP.410;;;;;;;;;;;;
POP.411;;;;;;;;;;;;
POP.414;;;;;;;;;;;;
POP.422;;;;;;;;;;;;
POP.425;;;;;;;;;;;;
POP.427;Manual Operacional Pré-Inspeção (CE);Procedimento Operacional Padrão;1;2022-07-05;2025-08-26;2026-08-26;2026-11-24;01-Pré-Inspeção - Preparação;Francisco Glauber;Sim;HMC;0
POP.429;Manual Operacional - Pré-Inspeção (SP);Procedimento Operacional Padrão;6;2025-07-08;2025-08-01;2026-08-01;2026-10-30;01-Pré-Inspeção - Preparação;Solange Viana;Sim;HMC;0
POP.430;Teste de Medição de Espessura – SMR Thickness (New SMR Flame);Procedimento Operacional Padrão;3;2025-04-23;2025-05-30;2026-05-30;2026-08-28;Testes HC;Jessika Menacho;Sim;HMC;Teste de Qualidade HC
POP.431;Teste de Extrato Seco - SARTORIUS MA35;Procedimento Operacional Padrão;3;2025-04-22;2025-05-30;2026-05-30;2026-08-28;Testes HC;Jessika Menacho;Sim;HMC;Teste de Qualidade HC
POP.441;Confecção Lentes Referência de Potência_Essilor Version;Procedimento Operacional Padrão;;2019-07-18;2019-12-17;2025-10-13;2026-01-19;Lens Mark;Renato Dias;Sim;SURFAÇAGEM;Laser
POP.442;Confecção Lentes Referência de Potência_SL Version;Procedimento Operacional Padrão;;2019-07-18;2019-12-17;2022-06-01;2026-04-29;Lens Mark;Renato Dias;Sim;SURFAÇAGEM;0
POP.444;Manual Operacional - Inspeção Final - RS;Procedimento Operacional Padrão;2;2023-06-13;2023-08-21;2026-08-20;2026-11-18;09-Inspeção Final;Christiano Silva;Sim;HMC;0
POP.446;Tempo de Estabilização e Normalização_Versão Essilor;Procedimento Operacional Padrão;;2019-07-24;2019-10-30;2025-10-13;2026-01-13;Lens Mark;Renato Dias;Sim;SURFAÇAGEM;Laser
POP.447;Teste de homogeneidade;Procedimento Operacional Padrão;;2019-07-24;2019-09-18;2025-09-23;2025-12-23;Lens Mark;Renato Dias;Sim;MAN. SURF.;0
POP.448;Teste de Segurança do Laser;Procedimento Operacional Padrão;;2019-07-24;2019-09-18;2026-08-19;2026-11-17;Lens Mark;Renato Dias;Sim;SURFAÇAGEM;Laser
POP.450;Carregamento Logos LensMark III;Procedimento Operacional Padrão;;2019-07-26;2019-09-18;2025-10-13;2026-01-19;Lens Mark;Marcelo Bastos;Sim;SURFAÇAGEM;Laser
POP.453;Manual Operacional - Acesso ao Sistema AR SPC;Procedimento Operacional Padrão;2;2022-03-09;2022-09-20;2025-09-20;2026-01-05;00-Controle do Processo HMC;Dalson Souza;Sim;HMC;"Antirreflexo:
Ajustes de Processo"
POP.454;Manual Inspeção HC (PR);Procedimento Operacional Padrão;;2019-08-08;2019-09-02;2025-05-05;2025-12-18;00-Geral HC;Leandra Martins;Sim;;
POP.455;Troubleshooting iCLBS;Procedimento Operacional Padrão;1;2020-08-19;2023-08-23;2026-08-21;2026-11-19;03-CLBS;José Roberto;Não;SURFAÇAGEM;Blocagem
